Location,Date,Sentinel-2,X,Y,Longitude,Latitude,B1,B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12,NDVI,FDI,label
Gulf of Gera,20210611,A,30,43,26.522499084472656,39.03902053833008,0.025779994,0.03295667,0.043350004000000004,0.02052794,0.028169292999999998,0.03646735,0.029525679,0.022593327000000003,0.03901763,0.05447465,0.043943267,0.04789717797484943,-0.04578665454567483,1
Accra,20181031,B,3773,451,0.10207228362560272,5.66348934173584,0.012034216,0.014744068,0.019589934,0.012740553,0.045223437000000005,0.056071643,0.08514049,0.04846783,0.07383297400000001,0.008158145,0.009287083,0.5836990825259998,0.07753969941802412,4
Gulf of Gera,20210701,A,48,38,26.52457618713379,39.03947830200195,0.018203037,0.059131958,0.07502658,0.067391865,0.049148954,0.055800117999999996,0.067714624,0.080156185,0.07165146,0.040178735,0.032941904,0.08650958111611784,0.05204036391918659,2
Vigo,20160920,A,114,844,-8.90329360961914,42.19124603271485,0.022675809,0.036970332,0.032525074,0.02726048,0.024885356,0.026284719,0.026981346,0.028662466,0.025079109,0.011287069,0.007173931,0.025069959654843658,0.028956661,7
Marmara Sea,20210606,B,1074,783,29.033676147460927,40.95564651489258,0.053648833,0.08695066,0.090674266,0.072460555,0.056273095,0.06199474,0.06039,0.06787657,0.054942615,0.012589616,0.007098611400000001,-0.03266409369580572,0.093676,6
Accra,20181031,B,3771,453,0.10189098119735718,5.663310050964356,0.012467854,0.014331233,0.021969203,0.01540153,0.045222305,0.06528552,0.078372434,0.05423124,0.06477290000000001,0.009590657,0.009519189,0.5576355787655727,0.08791691720753117,4
Vigo,20160920,A,143,282,-8.899701118469238,42.241859436035156,0.019251022,0.023854105,0.020786822,0.014522493,0.0108361775,0.010565763999999998,0.012950107,0.014812531,0.011468379,0.0068111840000000005,0.004439865,0.009887089235038615,0.010900654,7
Accra,20181031,B,1384,689,0.3974560499191284,5.742295265197754,0.004043158,0.0079451585,0.026339764,0.01800549,0.06758727,0.094453104,0.10702478,0.1041676,0.09578039,0.010075184,0.009955305,0.7052462207512309,0.15965621971482968,4
Gulf of Gera,20210626,B,47,43,26.52446365356445,39.03902816772461,0.01635222,0.04107272,0.061272934,0.10283335,0.06770216,0.09718103,0.10216313,0.16499704,0.124972485,0.039417047000000004,0.017355376999999998,0.2321009576247117,0.1704640864121007,3
Marmara Sea,20210606,B,1040,982,29.029088973999023,40.93780517578125,0.03774392,0.047500335,0.044547044,0.024121437000000003,0.034611855,0.030735284,0.031996094,0.02056915,0.028961698,0.0046049813,0.0035851179,-0.07948624617528521,0.03626808,6
Okinawa,20211026,A,2964,966,127.88655090332031,26.74336242675781,0.03307128,0.046839718,0.051342167,0.043268047,0.032244824,0.037181515,0.034804795,0.04568691,0.028016264,0.018441869,0.014062289,0.02719199785572369,0.041715898,5
Caribbean Sea,20161103,A,6163,3659,-86.42407989501953,15.949233055114744,0.021880351,0.02472793,0.020422118,0.013627457,0.009840881,0.012064854,0.0125381,0.013856774,0.015479207,0.014108267,0.012847011,0.008343584362975253,-0.0018294272405436718,1
Gulf of Gera,20210621,A,50,36,26.52480506896973,39.03965759277344,0.03190913,0.057264882999999996,0.0568939,0.043554854000000004,0.04625204,0.040628806,0.04308137,0.039032854,0.033694044,0.015000781999999999,0.011588102,-0.0547539108362228,0.0438221666049942,2
Marmara Sea,20210606,B,1029,905,29.027996063232425,40.94475936889648,0.089270085,0.12779658,0.14332624,0.12703920000000002,0.15004583,0.14175755,0.13909997,0.11524975,0.12393395,0.014809326,0.008037842,-0.04865863672280565,0.19908245,6
Accra,20181031,B,1634,480,0.4201081097126007,5.76103401184082,0.009065754,0.0145137645,0.033151478,0.024320338,0.05142577,0.07791393,0.08490598,0.14980516,0.08523304,0.01379989,0.012988877,0.7206573617380264,0.18582352024751425,4
Vigo,20160920,A,111,194,-8.90356731414795,42.24978637695313,0.017586691,0.02766039,0.024641957000000003,0.018611155,0.010448435,0.010629049,0.009433125,0.016100748,0.00877146,0.0048122634,0.0034484826,-0.07232121500224288,0.015780237,7
Durban,20190424,B,757,545,31.083423614501953,-29.84963035583496,0.052848198,0.06724009,0.05576019,0.042244705999999986,0.045179438,0.04872171,0.06291288,0.05603362,0.05593734,0.035655025,0.023053743,0.14030473005818206,0.03053174372117622,2
Caribbean Sea,20161103,A,6167,3659,-86.4237060546875,15.94923210144043,0.02214436,0.024845377,0.021961179,0.014923473,0.012421571,0.012294123999999998,0.013319725,0.012005594,0.014177179,0.014116944,0.0127384,-0.1083542552736788,-0.003518941168475396,1
Gulf of Gera,20210621,A,31,42,26.522613525390625,39.03910827636719,0.02590118,0.027648604,0.02840769,0.009428774000000001,0.0050308034000000005,0.008629356,0.0063613409999999995,0.01000236,0.010483567,0.00925436,0.0061571165,0.029518915365413005,0.00026536863175640087,1
Vigo,20160920,A,374,121,-8.871672630310059,42.25633239746094,0.0286539,0.043342132,0.04182238,0.022975778,0.021512989,0.022494493,0.020368256,0.025107289,0.018905016,0.00916433,0.00678313,0.044329763739904514,0.02623658,7
Durban,20190424,B,753,557,31.082988739013672,-29.85070610046387,0.041357413,0.058622602,0.052642614,0.039353438,0.034864206,0.041911893,0.043549806,0.048721183,0.046366606,0.027571741,0.017421894,0.10636145683783303,0.03229210717791412,2
Accra,20181031,B,1456,641,0.4039731621742249,5.746591567993164,0.0047387346,0.017660622,0.0277398,0.024487587,0.032152776,0.043257274000000005,0.050722986,0.11051927,0.04835148,0.012860549,0.012151965,0.6372393588867861,0.121277754409139,4
Vigo,20160920,A,378,107,-8.871185302734375,42.257591247558594,0.027573422,0.03712967,0.035325658,0.019659832,0.019698773,0.019482682,0.017887238,0.0155465165,0.02207628,0.009379117,0.0068954590000000005,-0.11683448228094427,0.013969425,7
Marmara Sea,20210606,B,1115,894,29.03823661804199,40.9455680847168,0.06682101,0.032487426,0.0279088,0.010381701,0.011607685,0.010998673999999998,0.0030361179,0.007363883299999999,0.004415484,0.0028088333000000003,0.003314158,-0.1700602047800703,0.010918765,6
Vigo,20160920,A,37,166,-8.912534713745117,42.25231552124024,0.019584088,0.022358011,0.021050783,0.012915003,0.010830678,0.00797944,0.008276458,0.012752347,0.007850636,0.004823218,0.0038981272,-0.006337078038831525,0.010366379,7
Marmara Sea,20210606,B,1180,983,29.04570770263672,40.93741989135742,0.043477442000000005,0.04601737,0.045045048,0.022174716,0.017996205,0.019672005,0.018787717,0.018658306,0.01550548,0.0020475131,0.00308784,-0.08611681986212046,0.030305475,6
Caribbean Sea,20161103,A,6178,3657,-86.42267608642578,15.949410438537598,0.02308223,0.023621636,0.01948121,0.01313763,0.011239427,0.011483656,0.012986875,0.00980962,0.014840041000000003,0.013816728,0.012069162,-0.14502870714355753,-0.005808718440206509,1
Vigo,20160920,A,14,541,-8.91536808013916,42.218544006347656,0.041822877,0.04722484,0.040200826,0.03505241,0.029880658,0.031058656,0.030827193,0.032748446,0.03028698,0.015911248,0.010427308,-0.03398134088454575,0.028534107000000006,7
Vigo,20160920,A,55,492,-8.910393714904785,42.22295379638672,0.040218826,0.083303586,0.080315106,0.068038315,0.07268275,0.06716939999999999,0.06651973,0.06808206,0.067525335,0.027704002,0.02066092,0.0003213699639014204,0.07085344,7
Accra,20181031,B,3844,430,0.1084846407175064,5.66535234451294,0.013129353,0.014703061000000003,0.026210798,0.016168797,0.025148852000000003,0.025192682,0.040298343,0.05892932,0.026273862,0.0073442524,0.008466917,0.5693954084095079,0.06545375427670827,4
Vigo,20160920,A,350,150,-8.874588012695312,42.25372314453125,0.05202169,0.028807739,0.02701766,0.021466723,0.023092035,0.025164083,0.026737705,0.019354887,0.023430554,0.01361804,0.010115385,-0.05173328538487325,0.014652763,7
Marmara Sea,20210606,B,1169,978,29.044414520263672,40.93789291381836,0.031029463,0.03076212,0.028437093,0.008597657,0.007700971,0.006662325500000001,0.00710302,0.0062103304,0.005857677,3.3898434e-06,0.0019701796,-0.1612188432845371,0.011381104,6
Okinawa,20211026,A,3049,533,127.89471435546876,26.78251647949219,0.033236064,0.03158539,0.03496364,0.039365303,0.03437282,0.040165268,0.035577904,0.025323313,0.025403883,0.019786116,0.012608373,-0.2170704966079349,0.021274086,5
Vigo,20160920,A,17,535,-8.915003776550293,42.219085693359375,0.038947076,0.016324496,0.0170782,0.013918858,0.031137956,0.03385955,0.029529769,0.013023538,0.03187264,0.015168426,0.01031645,-0.033230897504438715,0.012288497,7
Caribbean Sea,20171009,A,3468,1860,-86.3313217163086,15.912715911865234,0.030152028,0.06371674,0.06085995,0.05795004,0.047425177,0.05550439,0.059878435,0.07353213,0.06857332,0.035242386,0.022468066,0.11851104982523485,0.05393616980507848,2
Okinawa,20211026,A,3173,778,127.90740203857422,26.760498046875,0.054159194,0.052236885,0.055707715,0.054256365,0.033003,0.033045214,0.035640687000000004,0.054811165,0.031840295,0.02357456,0.012337692,0.00508675680103878,0.038549893,5
Caribbean Sea,20171009,A,3542,1820,-86.32440185546875,15.91631031036377,0.03290683,0.041452207000000005,0.037723348,0.03572551,0.026515972,0.022911418,0.037636746,0.04915019,0.039268583,0.024307087,0.018125469,0.15816871024333232,0.023765360075018442,2
Okinawa,20211026,A,2730,871,127.8629379272461,26.751750946044922,0.034655124,0.08179963,0.08492649,0.09696572,0.058635414,0.04790123,0.06995021,0.094693564,0.05797491,0.028984934,0.02057692,-0.011855183597576192,0.080315895,5
Okinawa,20211026,A,3333,808,127.92351531982422,26.757911682128906,0.03288337,0.04087461,0.033492733,0.030738408,0.026748858,0.022030015,0.022169149,0.03254877,0.01918651,0.015310299,0.010995296000000002,0.02860550995021455,0.022427471,5
Vigo,20160920,A,391,219,-8.869629859924316,42.247501373291016,0.023968961,0.04463625,0.041613337,0.034940217,0.023950567,0.024556644,0.02388128,0.032148868,0.02265508,0.012648388,0.008886072,-0.04160660411451439,0.028696097,7
Gulf of Gera,20210810,A,48,44,26.52458000183105,39.03893661499024,0.02080435,0.029430611000000002,0.0452593,0.061462063,0.07997776,0.10085160000000001,0.09054017,0.11390653,0.12835039,0.0044721173999999995,0.006128818,0.2990527899143264,0.18385915477420708,3
Caribbean Sea,20161103,A,6164,3659,-86.42398834228516,15.949233055114744,0.021875462,0.024067143,0.01925799,0.014217421,0.010897127,0.012179801,0.013542472,0.012930755,0.01558883,0.014435991,0.012734124,-0.04739419694347049,-0.0032474777564008,1
Okinawa,20211026,A,2510,800,127.84075164794922,26.75798225402832,0.03868772,0.07429018,0.09252116,0.10127677,0.06676418,0.07713901,0.06310850400000001,0.09121914,0.06529669,0.034343638,0.019385803,-0.05224853868323747,0.08992232,5
Gulf of Gera,20210810,A,21,39,26.52145767211914,39.03937530517578,0.02516728,0.02698926,0.033449054,0.016678678,0.017504971,0.02371774,0.022034809,0.013449143,0.021437826,0.023188878,0.022392303,-0.1071944433020894,-0.009331344988620798,1
Accra,20181031,B,1548,476,0.4123565852642059,5.761441707611084,0.008286518,0.015493944,0.03106561,0.025156107,0.05749663,0.076256014,0.09324471,0.11547392,0.07893506,0.013934031,0.014397378,0.6422370451511042,0.1499656650861011,4
Durban,20190424,B,614,679,31.06839370727539,-29.861501693725586,0.04770314,0.054129105,0.06801052,0.037626497,0.023345007,0.026465178,0.025084414,0.040566828,0.02511259,0.015133789,0.013398165,0.03760335041386202,0.03423781830971017,2
Marmara Sea,20210606,B,1395,849,29.07160758972168,40.94902801513672,0.026777066,0.036591463,0.031933118,0.012227078999999998,0.00880514,0.0072827909999999985,0.008446016,0.014381763,0.006918495500000001,0.004115628499999999,0.0048677046,0.0809762409051849,0.0127271,6
Okinawa,20211026,A,2869,206,127.8763198852539,26.81189346313477,0.03400137,0.035263643,0.037974816,0.04074846,0.037720088,0.040506322,0.03623605,0.03495255,0.039275434,0.021364294,0.014779113,-0.07656317927594362,0.02836983,5
Marmara Sea,20210606,B,1213,881,29.049909591674805,40.946533203125,0.027826196,0.031099748,0.02772476,0.009834186,0.006551505,0.0061094826000000005,0.007008498,0.007052912,0.005313824,0.0009607006,0.0027377969,-0.16469816187482306,0.010092947,6
Okinawa,20211026,A,2844,101,127.87371063232422,26.821352005004893,0.032914355,0.036976166,0.0354958,0.031865194,0.018783975,0.020677593,0.01581815,0.029916456,0.016024077,0.013371133,0.011927058,-0.031542343074359436,0.022187408,5
Gulf of Gera,20210830,A,49,37,26.52469062805176,39.03956985473633,0.017834331999999998,0.05280167,0.06516637,0.051041387,0.030795986,0.023664388999999997,0.032222565,0.041480783,0.021913538,0.0035189458,0.0026017542,-0.1033331146470084,0.05351825414371508,2
Gulf of Gera,20210701,A,48,43,26.52458000183105,39.03902816772461,0.014733815,0.030342599999999997,0.056806415,0.08071837,0.07410319,0.110029,0.12060507,0.15075961,0.1271919,0.05057279,0.042057185999999996,0.3025827337874644,0.14609921733326306,3
Caribbean Sea,20171009,A,3554,1819,-86.32328033447266,15.916397094726562,0.033526305,0.04724465,0.04953802,0.053050275999999986,0.04678925,0.039274894,0.059019502,0.07145025,0.072632894,0.027185244,0.017194081,0.14779033142398146,0.0536006971653145,2
Durban,20190424,B,738,576,31.081403732299805,-29.852397918701172,0.03599241,0.058051113,0.053410523,0.03229293,0.020820659,0.021168122,0.024210725,0.0412549,0.023372548,0.015399732,0.01087595,0.12185226946872532,0.030337354687116562,2
Vigo,20160920,A,360,200,-8.873384475708008,42.24921798706055,0.044453558,0.08984564,0.07892418,0.07073849,0.055036597,0.050833423,0.054053154000000006,0.049815867,0.05261095,0.022207031,0.013557054,-0.17355343697781078,0.049714286,7
Caribbean Sea,20161103,A,6168,3658,-86.42361450195312,15.949322700500488,0.022138743,0.021816036,0.018731272,0.013030663,0.011246592,0.012178686,0.013096946000000002,0.01142716,0.013852044,0.013034612,0.0126259895,-0.06556196763710323,-0.002268402548308922,1
Okinawa,20211026,A,3099,887,127.90005493164062,26.750600814819336,0.038376454,0.051134888,0.04383408,0.047762197,0.047585145,0.042823493,0.046747576,0.046794254,0.037749574,0.02667309,0.018024169,-0.01023666804076645,0.03259259,5
Vigo,20160920,A,56,500,-8.910273551940918,42.22223281860352,0.03663996,0.062219363,0.054118827,0.060949087,0.046986282,0.042035207000000005,0.042958915,0.05672821400000001,0.04327758,0.021225017,0.014988913,-0.035868200274239745,0.051572938,7
Marmara Sea,20210606,B,1210,758,29.04989624023437,40.957611083984375,0.03246838,0.03484683,0.030869154,0.010677336,0.007979116,0.0077549443,0.0071105454,0.009027573,0.0069418834,0.0016519666,0.0030885206,-0.08372345185659068,0.012117777,6
Gulf of Gera,20210611,A,49,36,26.52469062805176,39.03965759277344,0.029670263,0.07641196,0.07869308,0.0645687,0.03778318,0.04027361,0.0380457,0.0569885,0.04165299,0.023348942,0.025644842999999997,-0.06235911982177945,0.046708875434622266,2
Marmara Sea,20210606,B,1404,805,29.07280158996582,40.95296859741211,0.04538434,0.035811137,0.028962033,0.009611687,0.012602305,0.015381424,0.014293897,0.009258022,0.011526262,0.0032725215,0.003804158,-0.018742472393188447,0.015394427,6
Gulf of Gera,20210621,A,48,41,26.524578094482425,39.039207458496094,0.030548075,0.060916815,0.08951301,0.15722227,0.15908547,0.20162837,0.18141447,0.21951292,0.2053046000000001,0.026916073999999998,0.010923128,0.1653433277629308,0.3275105976999261,3
Accra,20181031,B,1454,638,0.4037944674491882,5.74686336517334,0.00475323,0.014240405,0.03408929,0.026364181,0.09554792,0.12950331,0.17112893,0.1468421,0.14624573,0.012514766,0.011210806,0.6955747696008784,0.2252304273175376,4
Okinawa,20211026,A,3091,605,127.89900207519531,26.776050567626953,0.05147033,0.039858457,0.035759825,0.041952822,0.07808195,0.07505943,0.06655385,0.038409173,0.066305876,0.04109335,0.02313847,-0.044096080491779766,0.02354461,5
Cyprus,20181215,A,50,36,33.045459747314446,34.669692993164055,0.042941142,0.04089228,0.03465546,0.011137137,0.006806943,0.011260197,0.012709058999999998,0.013349872,0.007987923000000001,0.0064124563,0.003787793,0.09036362913902636,0.010680866505004738,2
Gulf of Gera,20210716,B,50,37,26.52480697631836,39.03956985473633,0.020174686,0.036645986,0.043278374,0.0327226,0.04792305,0.041108616,0.043577787,0.039442506,0.045505162,0.013211452,0.0116380425,0.09311849413759614,0.04790786452929977,2
Marmara Sea,20210606,B,1046,929,29.029949188232425,40.94256210327149,0.03676759,0.03436525,0.028441953,0.010530207,0.0099804085,0.00927103,0.009050253,0.007285245999999999,0.0058959965,0.0012695414,0.0028613503000000005,-0.1821430530001117,0.012233066,6
Okinawa,20211026,A,2717,531,127.86132049560548,26.782432556152344,0.035872087000000004,0.04234539,0.034613952,0.033204924,0.030668698,0.027089568,0.02698113,0.03560762,0.022160461,0.015924197,0.010786758,0.03491654079814289,0.028305383,5
Okinawa,20211026,A,2746,448,127.86416625976562,26.789949417114247,0.037555307,0.04623093,0.042394105,0.039186057,0.037314247,0.038164042,0.035505325,0.03909877,0.030167675,0.022625752,0.014580686,-0.0011149925642679817,0.028471766000000006,5
Marmara Sea,20210606,B,1015,930,29.026264190673828,40.94253540039063,0.05829497400000001,0.03193168,0.030098064,0.01014423,0.011140728,0.008070231,0.005311421,0.006211138299999999,0.005658261,0.00090183725,0.0023358595,-0.2404771098918024,0.010879327,6
Marmara Sea,20210606,B,1022,968,29.02699089050293,40.93910217285156,0.092385925,0.12630282,0.13971075,0.12826023,0.09322384,0.08744154,0.092076205,0.12277207,0.08288044,0.01176708,0.0076429383,-0.021862365918648742,0.16980597,6
Gulf of Gera,20210626,B,57,15,26.52560234069824,39.04155349731445,0.013649366999999999,0.017143296000000002,0.019180333,0.0027741491999999997,0.0016692565,0.012801073999999999,0.01887724,0.013846292,0.01606157,0.007526635699999998,0.0071811797,0.6661762264169017,0.010418029872223398,1
Okinawa,20211026,A,3202,740,127.91028594970705,26.76395034790039,0.050237197,0.07189294,0.07385552,0.07614607,0.09249385,0.09228754,0.09114817,0.085276425,0.08577565,0.046713173,0.026084308,0.05656185031708255,0.07375602,5
Gulf of Gera,20210706,B,71,44,26.52723693847656,39.03894805908203,0.020913346,0.030258492,0.044104245,0.014100197,0.009305657,0.011080516499999998,0.015100003,0.014431396,0.018712536999999998,0.013769298999999999,0.010273015,0.011608149604545415,-0.0014271558289612866,1
Durban,20190424,B,655,646,31.072694778442386,-29.85858726501465,0.036815584,0.048719216,0.06324464,0.04306331,0.024912545,0.021853127000000003,0.028396878,0.038077183,0.030192371000000006,0.013575366,0.00865577,-0.06145053863549978,0.030933849188068543,2
Caribbean Sea,20171009,A,3543,1819,-86.32430267333984,15.916399955749512,0.03585841,0.05181731,0.053454213,0.03836312,0.022043582000000003,0.031200923,0.029993834,0.05206451,0.03241963,0.02308853,0.01928284,0.15151773854960038,0.035240412440944044,2
Marmara Sea,20210606,B,1298,846,29.06009864807129,40.94950485229492,0.060442045,0.061194614,0.061715864,0.04234877,0.050791,0.04945669,0.047670707,0.040235274,0.04654961,0.012984785,0.010843033,-0.02559206231169788,0.055590093,6
Okinawa,20211026,A,3079,580,127.89777374267578,26.77829742431641,0.048569895,0.048441604000000006,0.046134327,0.042173516,0.029300254,0.030300884,0.03009525,0.05005923,0.027359605,0.024907742000000004,0.015044161,0.08549798571539884,0.0293161,5
Vigo,20160920,A,70,458,-8.90857219696045,42.226016998291016,0.031735163,0.032891054,0.030460294,0.021658475,0.017134193,0.019106304,0.020131754,0.021167643,0.020910347,0.013583541,0.009987093,-0.011461043468847763,0.011848808999999998,7
Accra,20181031,B,3762,492,0.1010606288909912,5.659791469573975,0.012038138,0.020093631,0.041925386,0.030561175,0.057760496,0.08547977,0.10099022,0.14516446,0.08118707,0.01048176,0.009829512,0.6521716936746309,0.19295807354135813,4
Marmara Sea,20210606,B,1218,912,29.05041694641113,40.94372940063477,0.058585156,0.100989856,0.10407139,0.08715676,0.06940388,0.06836526,0.06448913,0.07813928,0.06036891,0.012702515,0.0072662192,-0.05455351501463673,0.108688146,6
Accra,20181031,B,1304,799,0.3901846706867218,5.732404708862305,0.0043736133,0.010148541,0.029577248,0.022344442000000003,0.033921782000000004,0.055471655,0.06474763,0.12307259,0.05452428,0.009660014,0.009436417,0.6926846643383561,0.14900939372646496,4
Okinawa,20211026,A,3097,586,127.89958953857422,26.77777099609375,0.042641655,0.067723274,0.063048385,0.064429805,0.06726664,0.06691483,0.06588577,0.07138877,0.059873004,0.035442196,0.020014264,0.05123721111048321,0.06024991,5
Caribbean Sea,20171009,A,3553,1818,-86.32337188720703,15.91648769378662,0.03351028,0.046949975,0.05063097,0.047424912,0.04678488,0.039270572,0.059017833,0.06794462,0.072633475,0.02718622,0.017195016,0.17786071976091572,0.05009000002191548,2
Caribbean Sea,20171009,A,3569,1814,-86.3218765258789,15.916844367980955,0.032472808,0.046387427,0.042758394000000005,0.035624783,0.025424559,0.019641697,0.028570527,0.04581601,0.029755099,0.01943229,0.0154536655,0.12513663760616867,0.026545425184174475,2
Marmara Sea,20210606,B,1017,846,29.0267333984375,40.950096130371094,0.0977033,0.1844013,0.2240786,0.2134588,0.2755931,0.25241587,0.25075048,0.21929912,0.2359904,0.028171524,0.018019129,0.013495582010376634,0.3653712,6
Vigo,20160920,A,143,197,-8.899688720703125,42.24951553344727,0.02074236,0.024583677,0.024252517,0.018026335,0.030498087000000007,0.025613762,0.022629663,0.013164627,0.024804635,0.008630639,0.0068926127,-0.15586912644759082,0.017648445,7
Marmara Sea,20210606,B,1267,764,29.05664825439453,40.95695114135742,0.031158686,0.044621952,0.039664134,0.018388536,0.014342194,0.014406883,0.014382956,0.017258363,0.011401615,0.002410413,0.003929449000000001,-0.031704665250124615,0.024169514,6
Okinawa,20211026,A,3390,888,127.92931365966795,26.750734329223643,0.03377872,0.039649766,0.035880063,0.034734458,0.03970349,0.03694191,0.038285468,0.034822807000000004,0.027818218,0.020992167000000003,0.014719318,0.0012701620743715036,0.026147112,5
Gulf of Gera,20210825,B,19,62,26.521240234375,39.03730010986328,0.011911095,0.013682874,0.025487252999999998,0.016032996,0.033871446,0.0314895,0.03180464,0.014784628999999999,0.028377311000000002,0.0423843,0.02686946,-0.040508215672038383,-0.036065209481066215,1
Accra,20181031,B,1455,640,0.40388354659080505,5.746682167053223,0.004744091,0.019803634,0.040703498,0.036009625,0.11145874,0.15402448,0.18406726,0.18131468,0.16587582,0.0141951945,0.011682666,0.6686093163854822,0.2757704196319018,4
Gulf of Gera,20210805,B,49,38,26.52469253540039,39.03947830200195,0.0025065625,0.037873622,0.05864288700000001,0.053413205,0.033998266,0.047576237,0.044589497,0.07552779,0.05396418,0.020750953,0.015625926000000002,0.17150934037696855,0.07562076933171144,2
Caribbean Sea,20161103,A,6170,3657,-86.42342376708984,15.94941234588623,0.022128249,0.022334533,0.016529635,0.012437006,0.010657886,0.0111404825,0.013543899,0.010269657,0.013962918,0.013473813,0.012743626,-0.09544991265339167,-0.005005966055262878,1
Gulf of Gera,20210830,A,15,40,26.52076530456543,39.039283752441406,0.015773745,0.011453612,0.014764771000000001,0.0022266877,0.00078380265,0.003157647,0.004595838499999999,0.0022144455,0.0034155601000000002,0.0013492794,0.0020247223,-0.00275654871148653,0.0022615970493625533,1
Marmara Sea,20210606,B,1035,908,29.02869987487793,40.94447708129883,0.05291344,0.03807982,0.033898294,0.016130257,0.020521779,0.019004297,0.018944014,0.012986518,0.014895243999999997,0.0029948235,0.003419278,-0.1079700275871898,0.022431465,6
Okinawa,20211026,A,2856,314,127.87511444091795,26.802133560180664,0.03842536,0.037308313,0.035776548,0.03429116,0.032449234,0.03384583,0.03418411,0.03464254,0.032210092999999995,0.020600006,0.015699156000000002,0.005097361667805418,0.02427103,5
Caribbean Sea,20171009,A,3582,1813,-86.32066345214844,15.91693115234375,0.033412597999999995,0.04693375,0.05178592,0.048682455,0.03738791,0.03138053,0.045628034000000005,0.06543876,0.051765464,0.026074400000000005,0.01787707,0.14682900983835476,0.0434617814276683,2
Vigo,20160920,A,62,479,-8.909543991088867,42.22412490844727,0.09158575,0.19879846,0.21316211,0.16478452,0.14753757,0.1206946,0.12897453,0.115524374,0.10981052,0.034819152,0.020216634,-0.17573522301436498,0.14701869,7
Caribbean Sea,20161103,A,6181,3657,-86.42240142822266,15.94940948486328,0.023067797,0.025584685,0.021282347000000004,0.013725807,0.011942271,0.012059359,0.014103693999999996,0.011897649,0.014189512,0.014148835,0.011616188,-0.07134705014030894,-0.0038646903308397415,1
Okinawa,20211026,A,3072,618,127.89710235595705,26.77486228942871,0.04641363,0.1054642,0.12371483,0.14654729,0.12805837,0.12645052,0.12282732,0.13570294,0.10994718,0.06083092,0.03469204,-0.03842104929374195,0.12554382,5
Gulf of Gera,20210626,B,47,42,26.52446365356445,39.03911590576172,0.01635222,0.048166916,0.07691731,0.13218153,0.103618175,0.11926122,0.13883159,0.20921363,0.167193,0.044901904000000006,0.019897138999999998,0.22563910982217794,0.22209081795430505,3
Gulf of Gera,20210706,B,49,38,26.52469253540039,39.03947830200195,0.023208238,0.077649854,0.0880966,0.073358685,0.047279842,0.041079547,0.05926558,0.07278021,0.043450344,0.015750734,0.010158514,-0.003958391775167103,0.07671061205859953,2
Durban,20190424,B,740,573,31.08161544799805,-29.852130889892567,0.037160423,0.059766013,0.06023835,0.04133499,0.028769387,0.026342858,0.03093881,0.056156356,0.036023855,0.017053787,0.011495068999999998,0.1520275040617451,0.04632041494520837,2
Gulf of Gera,20210830,A,49,38,26.52469253540039,39.03947830200195,0.017834331999999998,0.052551377999999996,0.067385554,0.050126805999999996,0.030795986,0.023664388999999997,0.032222565,0.034575235,0.021913538,0.0035189458,0.0026017542,-0.18360326169708227,0.046612706143715085,2
Caribbean Sea,20161103,A,6167,3657,-86.4237060546875,15.949413299560547,0.022142867000000004,0.023397898,0.019120798,0.012676988,0.011599698,0.012870812,0.0143245505,0.011195296,0.015048424,0.01476958,0.012739351,-0.06206745864786125,-0.005040522612580336,1
Caribbean Sea,20161103,A,6163,3658,-86.42407989501953,15.949323654174805,0.021879606,0.024595987000000003,0.021325074,0.0133909825,0.009840927,0.012065012,0.012538369,0.012698934,0.015479672,0.0141090285,0.012847488,-0.0265255160935452,-0.002988494766410282,1
Accra,20181031,B,1543,481,0.4119030833244324,5.760993003845215,0.008891486,0.013799132,0.019304948,0.014213296,0.042539973,0.076044664,0.08704353,0.06719139,0.09328644,0.013177138,0.012776184,0.6507990707070598,0.10286392896170933,4
Caribbean Sea,20161103,A,6178,3676,-86.42268371582031,15.94769287109375,0.022245279,0.024552645,0.023102283,0.014084501,0.012178005,0.011942018,0.014879,0.011193648,0.014396057,0.01347669,0.012745992,-0.11436173590083668,-0.003468123770940888,1
Durban,20190424,B,631,661,31.0701847076416,-29.85990333557129,0.042564794,0.054406166,0.06807765,0.044594005,0.02570399,0.03045353,0.03308303,0.041168734,0.037357174,0.014782627,0.011369305,-0.039938917995611126,0.03856279976898667,2
Marmara Sea,20210606,B,1082,964,29.03412628173828,40.93933486938477,0.03758822,0.042833064,0.043485016,0.019681813,0.0152821485,0.012877188,0.012619408,0.015527083,0.0109182075,0.0029806022,0.0031863903000000004,-0.11800227987835794,0.02023638,6
Marmara Sea,20210606,B,1024,860,29.02752685546875,40.94881820678711,0.0914162,0.16766581,0.21392266,0.20264591,0.23412576,0.21950875,0.22544706,0.20965238,0.20952386,0.01843526,0.010145118,0.016993691630396983,0.34745637,6
Vigo,20160920,A,12,538,-8.915609359741211,42.21881484985352,0.043746103,0.035255365,0.03242263,0.021161323,0.01983958,0.019747017,0.019886674,0.022044536,0.018034019,0.014743423,0.0100939255,0.020441972927792058,0.011164914,7
Marmara Sea,20210606,B,1341,745,29.065488815307607,40.95850372314453,0.049153447,0.04527819,0.04225265,0.021824656,0.02426243,0.023995351,0.024802975,0.020610968,0.022888169,0.0051578986,0.00484335,-0.028600687007689595,0.030090252,6
